Month,TIME_24_HOURS,MV_INVOLVED,BASE_SUB_BASE,COUNTY,ROAD,BRIEF_ACCIDENT_DETAILS,GENDER,AGE,CAUSE_CODE,VICTIM_TYPE,Date,Hour
10,2140,KCK 755L T/RACTIS,EMBAKASI,NAIROBI,MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,F,26,,PEDESTRIAN,2017-10-22,21.0
10,1640,KBV 520V FH MINI BUS,ATHI RIVER,MACHAKOS,NAIROBI MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-10-22,16.0
10,1600,KAY 263N ISUZU NPR,KIKUYU,KIAMBU,NAIROBI NAIVASHA,VEHICLE KNOCKED DOWN A VICTIM,M,32,68.0,PEDESTRIAN,2017-10-22,16.0
10,1400,KCG 172N ISUZU LORRY,SAGANA,KIRINYAGA,SAGANA MURANGA,VEHICLE KNOCKED DOWN A VICTIM,M,42,,PEDESTRIAN,2017-10-22,14.0
10,1830,T407 CRANE,MAKONGENI,NAIROBI,MOYALE,VEHICLE KNOCKED DOWN A VICTIM,M,35,,PEDESTRIAN,2017-10-22,18.0
9,2210,KCH 039E TOYOTA MATATU,DAGORETTI,NAIROBI,WAIYAKI WAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-09-21,22.0
9,1820,KAV 201Q ISUZU M/BUS,STAREHE,NAIROBI,JUJA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-09-19,18.0
8,0930,UNKNOWN M/V,MTITO ANDEI,MAKUENI,MOMBASA NAIROBI,HIT & RUN,M,A,63.0,PEDESTRIAN,2017-08-19,9.0
8,0800,KBK 835M TOYOTA COROLLA,KISERIAN,KAJIADO,NGONG KISERIAN,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-08-19,8.0
8,1820,KAV 546S MATATU (OUTREACH SACCO),DTEO MAKONGENI,NAIROBI,MUTHURWA ACCESS ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,28,98.0,PEDESTRIAN,2017-08-30,18.0
8,1320,KBL 976B MATATU (2NK SACCO),LARI,KIAMBU,NAIROBI-NAIVASHA,VEHICLE KNOCKED DOWN A VICTIM,M,69,60.0,PEDESTRIAN,2017-08-30,13.0
8,1600,KCH 076B ISUZU P/UP,NYAMIRA,NYAMIRA,NYAMIRA IKONGE,VEHICLE KNOCKED DOWN A VICTIM,M,40,98.0,PEDESTRIAN,2017-08-27,16.0
8,1600,KBV 039H P/UP,KAKAMEGA,KAKAMEGA,KAKAMEGA WEBUYE,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-08-27,16.0
9,2315,UNKNOWN,KAYOLE,NAIROBI,JOGOO,HIT & RUN,M,A,98.0,PEDESTRIAN,2017-09-03,23.0
8,1845,KCG 758N TOYOTA MATATU,OYUGIS,HOMA BAY,OYUGIS KISUMU,VEHICLE KNOCKED DOWN A VICTIM,M,J,9.0,PEDESTRIAN,2017-08-27,18.0
8,1930,UNKNOWN,KIAMBU,KIAMBU,NAIROBI NAIVASHA,HIT & RUN,F,50,98.0,PEDESTRIAN,2017-08-27,19.0
9,2010,KBJ 263X TOYOTA ALLION,KIMILILI,BUNGOMA,KIMILILI-MIIKHU,VEHICLE KNOCKED DOWN A VICTIM,M,A,11.0,PEDESTRIAN,2017-09-07,20.0
9,2000,KCF 835E NISSAN BLUEBIRD,KIAMBU,KIAMBU,NORTHERN BY PASS,VEHICLE KNOCKED DOWN A VICTIM,M,A,36.0,PEDESTRIAN,2017-09-07,20.0
9,0640,KAR 918Y ISUZU LORRY,KARURI,KIAMBU,LIMURU RUAKA,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,F,10,26.0,PEDESTRIAN,2017-09-07,6.0
9,1345,KBA 842M T/MATYATU(ISKA INVESTMENTS COMPANY LTD),KIAMBU,KIAMBU,KIAMBU-THIKA,VEHICLE KNOCKED DOWN A VICTIM,M,A,68.0,PEDESTRIAN,2017-09-07,13.0
9,1100,UNKNOWN,MERU,TIGANIA,GATHITHINI LUNATIC,HIT & RUN,M,70,67.0,PEDESTRIAN,2017-09-07,11.0
8,1900,KBA 036V TOYOTA SALOON,SOTIK,BOMET,KAPLETUNDO CHEBOLE,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,M,71,26.0,PEDESTRIAN,2017-08-27,19.0
9,1545,KBQ 094K MIT LORRY,DIANI,KWALE,MBUGUNI CHECK POINT,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-09-11,15.0
9,1945,KAC 260H ISUZU MINIBUS,RUIRU,KIAMBU,EASTERN BY PASS,VEHICLE KNOCKED DOWN A VICTIM,M,J,63.0,PEDESTRIAN,2017-09-11,19.0
9,2230,KBW 726Y NISSAN,MAKONGENI,NAIROBI,JOGOO ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,44,7.0,PEDESTRIAN,2017-09-11,22.0
8,0930,KAE 722E NISSAN SUNNY,KAKAMEGA,KAKAMEGA,SIGALAGALA-BUKURA,VEHICLE KNOCKED DOWN A VICTIM,F,4,29.0,PEDESTRIAN,2017-08-21,9.0
9,2030,KBS 349U PREMIO,MAUA,MERU,MERU MAUA,VEHICLE KNOCKED DOWN A VICTIM,M,A,29.0,PEDESTRIAN,2017-09-17,20.0
9,2200,KCA 958P I/LORRY,ATHI RIVER,MACHAKOS,NAIROBI MOMBASA,VEHICLE KNOCKED DOWN A VICTIM,F,32,60.0,PEDESTRIAN,2017-09-17,22.0
9,2345,KAT 436M T/COROLLA,THIKA,KIAMBU,THIKA MATUU,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-09-17,23.0
9,2130,UNKNOWN M/V & SKATER,ISINYA,KAJIADO,ISINYA KITENGELA,HIT & RUN,M,21,63.0,PEDESTRIAN,2017-09-17,21.0
9,1645,TRACTOR KTCA 395D FORD NEW HOLLAND,WEBUYE,BUNGOMA,MATISI NZOIA,VEHICLE KNOCKED DOWN A VICTIM,M,12,98.0,PEDESTRIAN,2017-09-17,16.0
9,0430,UNKNOWN,ONGATA RONGAI,KAJIADO,MAGADI ROAD,HIT & RUN,F,32,98.0,PEDESTRIAN,2017-09-18,4.0
8,1440,KCB 381C T/HILUX P/UP,NYERI,NYERI,KARATINA-NYERI,VEHICLE KNOCKED DOWN A VICTIM,M,A,26.0,PEDESTRIAN,2017-08-20,14.0
8,1645,KBS 910K MITSUBISHI FH MATATU,MAKONGENI,NAIROBI,MUTHURWA,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-08-20,16.0
8,1800,06CG03 FORD RANGER P/UP,VOI,TAITA TAVETA,SOFIA ST BARANABUS CHURCH,VEHICLE KNOCKED DOWN A VICTIM,M,8,62.0,PEDESTRIAN,2017-08-14,18.0
10,1350,KCF 540E M/LORRY,DTO INDO AREA,NAIROBI,LUSAKA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-10-16,13.0
11,1730,KCK 659P T/PROBOX,MATUU,MACHAKOS,KANYONYO-EMBU,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-11-02,17.0
8,2100,KCF 629Q SUBARU FORESTER,ATHI RIVER,MACHAKOS,NAIROBI MOMBASA,VEHICLE KNOCKED DOWN A VICTIM,M,30,60.0,PEDESTRIAN,2017-08-12,21.0
10,1630,UNKNOWN,TIGANIA,MERU,MERU - MAUA,HIT & RUN,F,A,98.0,PEDESTRIAN,2017-10-31,16.0
8,1430,KCL 205P ISUZU LORRY,MERU,MERU,MERU NKUBU,VEHICLE KNOCKED DOWN A VICTIM,M,A,8.0,PEDESTRIAN,2017-08-12,14.0
10,1940,KCD 006J TOYOTA MATATU & KMDT 742B BAJAJ,CHUKA,THARAKA NITHI,EMBU-CHUKA,VEHICLE KNOCKED DOWN A VICTIM,F,22,10.0,PEDESTRIAN,2017-10-31,19.0
8,1430,KBL 253E ISUZU CANTER,KAYOLE,NAIROBI,JOGOO ROAD,VEHICLE KNOCKED DOWN A VICTIM,F,J,7.0,PEDESTRIAN,2017-08-12,14.0
11,2000,KCF 659L TOYOTA MATATU HACE(NAROK LINE SERVICES LTD),NTULELE,NAROK,NAROK-MAIMAHIU,VEHICLE KNOCKED DOWN A VICTIM,M,A,29.0,PEDESTRIAN,2017-11-02,20.0
8,1200,KMEA 640C TIGER,LAIKIPIA,LAIKIPIA,NANYUKI BARAKA,THE CYCLE KNOCKED DOWN THE VICTIM,F,A,63.0,PEDESTRIAN,2017-08-12,12.0
8,0430,KCA 105M ISUZU CANTER,JUJA,KIAMBU,NAIROBI THIKA,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-08-11,4.0
8,1900,UNKNOWN,DAGORETTI,NAIROBI,WAIYAKI WAY,HIT & RUN,M,A,,PEDESTRIAN,2017-08-11,19.0
8,2230,GKB 743E AND KCB 867E/KAX 965Z T/SALOON,KIKUYU,KIAMBU,THOGOTO GIKAMBURA,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-08-11,22.0
11,1030,KTCB 224/ZD NEW HOLLAND,CHANGAMWE,MOMBASA,MOMBASA-NAIROBI,THE TRACTOR KNOCKED DOWN THE VICTIM,F,40,26.0,PEDESTRIAN,2017-11-02,10.0
8,2330,UNKNOWN,RUIRU,KIAMBU,NAIROBI THIKA SERVICE LANE,HIT & RUN,M,30,60.0,PEDESTRIAN,2017-08-11,23.0
11,0130,KBW 239Z T/PROBOX,ONGATA RONGAI,KAJIADO,MAGADI ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,40,63.0,PEDESTRIAN,2017-11-05,1.0
8,2300,KMCL 800W,MAGUMU,NYANDARUA,FLYOVER NJAMBINI ROAD,THE CYCLE KNOCKED DOWN THE VICTIM AND LANDED INTO A DITCH,M,A,68.0,PEDESTRIAN,2017-08-11,23.0
11,2136,KBY 122Z L/ROVER,ATHI RIVER,MACHAKOS,MOMBASA-NAIROBI,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-11-05,21.0
8,1000,UNKNOWN,MOLO,NAKURU,MOLO TOWNSHIP,HIT & RUN,M,A,98.0,PEDESTRIAN,2017-08-11,10.0
11,1730,KBH 640L/ZD 0954 M/BENZ TRAILER,TURBO,KAKAMEGA,ELDORET-WEBUYE,THE VEHICLE LOST CONTROL AND OVERTURNED,M,25,26.0,PEDESTRIAN,2017-11-05,17.0
8,2000,KCC 844W TANKER,MAI MAHIU,NAKURU,MAI MAHIU,THE VICTIM FELL FROM THE TANKER,M,A,67.0,PEDESTRIAN,2017-08-11,20.0
8,0230,UNKNOWN,GATUNDU,KIAMBU,GATUNDU KENYATTA,VEHICLE KNOCKED DOWN A VICTIM,M,A,,PEDESTRIAN,2017-08-11,2.0
8,1730,KCL 801U TOYOTA PROBOX,BUSIA,BUSIA,BUTULA-MUMIAS,VEHICLE KNOCKED DOWN A VICTIM,F,5,98.0,PEDESTRIAN,2017-08-10,17.0
11,2300,UNKNOWN,KERICHO,KERICHO,NAKURU-KERICHO,HIT & RUN,M,40,98.0,PEDESTRIAN,2017-11-06,23.0
11,1600,KBW 374M TOYOTA TOWNACE,KIMILILI,BUNGOMA,BOKOLI-KIMILILI,VEHICLE KNOCKED DOWN A VICTIM,M,31,7.0,PEDESTRIAN,2017-11-06,16.0
10,1530,KAP 188M NISSAN MATATU,NYALI,MOMBASA,MOMBASA-MALINDI,VEHICLE KNOCKED DOWN A VICTIM,M,A,8.0,PEDESTRIAN,2017-10-31,15.0
8,0940,KBV 887E NISSAN AD,EMBU,EMBU,EMBU MANYATTA,VEHICLE KNOCKED DOWN A VICTIM,M,60,26.0,PEDESTRIAN,2017-08-27,9.0
8,1630,KBF 474S MATATU,RUNYENJES,EMBU,EMBU-MERU,VEHICLE KNOCKED DOWN A VICTIM,M,60,60.0,PEDESTRIAN,2017-08-13,16.0
8,0440,KCK 383K TOYOTA BELTA,KILIMANI,NAIROBI,NGONG ROAD,VEHICLE KNOCKED DOWN A VICTIM,F,40,7.0,PEDESTRIAN,2017-08-12,4.0
10,1000,KBC 234C/ZA 7408 ACTROS TRAILER,TARAKWA,NAKURU,ELDORET-NAKURU,VEHICLE KNOCKED DOWN A VICTIM,M,25,68.0,PEDESTRIAN,2017-10-27,10.0
8,2030,KBN 146D MATATU,NGOLIBA,KIAMBU,THIKA-MATUU,VEHICLE KNOCKED DOWN A VICTIM,M,60,60.0,PEDESTRIAN,2017-08-13,20.0
10,1920,KAP 049P TOYOTA MATATU,KAREN,NAIROBI,DAGORETI ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,29.0,PEDESTRIAN,2017-10-27,19.0
8,1745,KBV 514L/ZE 5732 VOLKSWAGEN TRAILER,MAKINDU,MAKUENI,NAIROBI-MOMBASA,VEHICLE KNOCKED DOWN A VICTIM,M,28,64.0,PEDESTRIAN,2017-08-13,17.0
10,1630,KBD 187U TOYOTA VITS,THIKA,KIAMBU,THIKA-MATUU,VEHICLE KNOCKED DOWN A VICTIM,M,42,60.0,PEDESTRIAN,2017-10-27,16.0
10,2130,KBQ 900Y TOYOTA PRADO,INDO AREA,NAIROBI,MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-10-29,21.0
7,2000,UNKNWON,KIKUYU,KIAMBU,SOUTHERN BY -PASS,HIT & RUN,M,33,98.0,PEDESTRAIN,2017-07-02,20.0
6,2100,KBZ 710R T/AVENSIS,NAROMORU,NYERI,NYERI-NANYUKI,VEHICLE KNOCKED DOWN A VICTIM,M,A,50.0,PEDAL CYCLIST,2017-06-16,21.0
9,1800,KBT 583K TOYOTA HIACE,RUAI,NAIROBI,KANGUNDO ROAD,THE VEHICLE HIT A PEDAL CYCLE,M,A,7.0,PEDAL CYCLIST,2017-09-19,18.0
5,2030,PEDAL CYCLE,NAKURU,NAKURU,KAPTEMBWA-KAPKURES,THE PEDAL CYCLE BREAKS FAILED AND FALL INTO THE RIVER,M,40,54.0,PEDAL CYCLIST,2017-05-04,20.0
5,2115,M/V KCG 893W T/MATATU AND P/CYCLIST,TIGANIA,MERU,MERU- MAUA,MATATU DRIVER HIT A P/CYCLIST KILLING HIM ON THE SPOT,M,50,29.0,PEDAL CYCLIST,2017-05-20,21.0
8,1630,KBU 987R NISSAN AD,BUSIA,BUSIA,BUSIA-MUMIAS,THE VEHICLE HIT A PEDAL CYCLIST,M,J,7.0,PEDAL CYCLIST,2017-08-08,16.0
3,1830,KBJ 538Q ISUZU BUS & F/J/PASSENGER,ELDORET,UASIN GISHU,WITHIN UASIN GISHU,THE VEHICLE DRAGGED THE VICTIM,F,16,70.0,PASSENGERS,2017-03-23,18.0
11,1100,KBE 627E T/L/CRUISER,KAPENGURIA,WEST POKOT,KITALE-LODWAR,THE BRAKES FAILED AND THE VEHICLE LOST CONTROL,M,A,78.0,PASSENGERS,2017-11-05,11.0
5,1730,KMV 009 SALOON & KCD 358G I/BUS,WIYUMIRIRIE,LAIKIPIA,NYERI NYAHURURU,THE VEHICLE LOST CONTROL AND COLLIDED HEAD ON WITH THE BUS,M,A,26.0,PASSENGERS,2017-05-29,17.0
3,1550,KTCB 596Q FORD TRACTOR,BUSIA,BUSIA,NAMBALE- MALANGA,THE TRACTOR HIT A POTHOLE THROWING ONE PASSENGER ON THE ROAD WHERE HE DIED ON THE SPOT.,M,A,30.0,PASSENGERS,2017-03-27,15.0
3,0615,KBZ 238Z ISUZU D/MAX & KCB 157J/ZE 9350,TIMBOROA,BARINGO,NAKURU-ELDORET,THE VEHICLE COLLIDED HEAD ON WITH A TRAILER WHILE OVERTAKING,M,25&19,10.0,PASSENGERS,2017-03-21,6.0
2,0730,KCJ 926Z TOYOTA HIACE,MURANGA,MURANGA,GAKONYA MUKURU WEINI,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD,M,A,26.0,PASSENGERS,2017-02-28,7.0
3,1330,KBK 692W NZE,MUMIAS,KAKAMEGA,BUSIA-MAYONI,THE VEHICLES LOST CONTROL AND OVERTURNED,F,A,26.0,PASSENGERS,2017-03-23,13.0
11,2030,KBS 930D ISUZU LORRY & KCB 426R ASHOK LEYLAND LORRY,LONDIANI,KERICHO,LONDIANI-KERICHO,ISUZU LORRY RAMMED INTO THE LEYLAND LORRY,M,30 & 33,7.0,PASSENGERS,2017-11-06,20.0
7,0530,KBT 126T SCANIA BUS & KBK 893E ACTROS,TIMBOROA,BARINGO,NAKURU - ELDORET,THE BUS RAMMED INTO THE RARE PART OF THE TRAILER,M&F,A&J,98.0,PASSENGERS,2017-07-27,5.0
3,0630,KCB 882U I/M/BUS & KBT 046U/XF 0915 MAN,UGUNJA,SIAYA,KISUMU-BUSIA,THE BUS LOST CONTROL AND COLLIDED HEAD ON WITH THE TRAILER,M,A,20.0,PASSENGERS,2017-03-19,6.0
3,0330,KBT 896X ISUZU BUS & T/WISH KBX 472R,LONDIANI,KERICHO,MUHORONI-LONDIANI,THE BUS COLLIDED HEAD ON WITH THE VEHICLE,M&F,A,78.0,PASSENGERS,2017-03-19,3.0
8,1400,KAW 084P NISSAN MATATU & KAQ 268U/ZC 0678 AXOR,VOI,TAITA TAVETA,MOMBASA-NAIROBI,THE VEHICLE COLLIDED HEAD ON WITH THE TRAILER,M&f,A&J,10.0,PASSENGERS,2017-08-01,14.0
7,1200,KCG 803T N/MATATU & KCE 885Z TATA LORRY,NTULELE,NAROK,NAROK-MAHIMAHIU,THE LORRY LOST CONTROL AND HIT THE MATATU,F,A,26.0,PASSENGERS,2017-07-28,12.0
3,0630,KBS 220H TOYOTA WISH,SIAYA,SIAYA,SIAYA-NYANDORERA,THE VEHICLE GOT A TYRE BURST AND LOST CONTROL AND ROLLED SEVERAL TIMES,M&F,45&52,79.0,PASSENGERS,2017-03-31,6.0
3,1830,KCG 105N T/L/CRUISER & KMDW 498B TVS STAR,KIMILILI,TRANS NZOIA,KIMILILI-CHWELE ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,36,52.0,PASSENGERS,2017-03-19,18.0
3,0500,KCC 096H SCANIA BUS,MACHAKOS,MACHAKOS,NAIROBI-MOMBASA,THE M/V LOST CONTROL VEERING OFF THE ROAD AND PLUGGED INTO A BRIDGE KILLING ONE F/A PASSENGER ON THE SPOT,F,20,60.0,PASSENGERS,2017-03-27,5.0
5,0230,KCG 992C HINO BUS & KBN 834N/ZE 6522 BEI BEN TRAILER,GILGIL,NAKURU,GILGIL - NAKURU,"THE BUS WAS OVERTAKING IMPROPERLY AND LOST CONTROL, HIT THE TRAILER",M & F,A,10.0,PASSENGERS,2017-05-12,2.0
3,1800,KCA 564T ISUZU MINIBUS,MATUU,MACHAKOS,MATUU-THIKA ROAD,THE BUS LOST CONTROL AND VEERED OFF THE ROAD,M,36,26.0,PASSENGERS,2017-03-19,18.0
3,0300,KBH 165V NISSAN UD BUS & KMCR 765X SKYGO,MTITO-ANDEI,TAITA-TAVETA,NAIROBI-MOMBASA,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE M/CYCLE,M&F,"40,38,45",8.0,"PASSENGER ,RIDER, P/PASSENGER",2017-03-09,3.0
6,1200,"KCK 809V TOYOTA ALLION,KBX 799Z SALOON CAR,KBR 768Z SEMI TRAILER",MARIAKANI,KILIFI,MOMBASA NAIROBI,THE TOYOTA ALLION COLLIDED HEAD ON WITH THE SALOON CAR,M,A,10.0,PASSENGER,2017-06-23,12.0
3,1830,KCB 696M NISSAN UD BUS,KIKUYU,KIAMBU,NAIVASHA-NAIROBI,THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES,M,A,80.0,PASSENGER,2017-03-07,18.0
9,1530,"KWN 383 ISUZU LORRY,KCJ 424L ISUZU BUS & KCJ 431M TOYOTA MATATU",KASARANI,NAIROBI,THIKA SUPER HIGHWAY,THE LORRY GOT A TYRE BURST AND LOST CONTROL HITTING THE BUS WHICH VEERED OFF THE ROAD AND HIT THE MATATU,M & F,A,79.0,PASSENGER,2017-09-06,15.0
6,2015,"KAN 512T T/STARLET,KBW 340F T/BELTA",SAGANA,KIRINYAGA,SAGANA KENOL ROAD,THE BELTA SWEREVED TO THE RIGHT AND WAS HIT BY THE STARLET,M,A,98.0,PASSENGER,2017-06-22,20.0
9,0720,KBW 310E FH LORRY,NJORO,NAKURU,ELBURGON-NJORO,THE LORRY LOST CONTROL AND RAMMED INTO A CULVERT,M,A,26.0,PASSENGER,2017-09-19,7.0
6,2300,KCA 327A LORRY,ISIOLO,ISIOLO,ISIOLO ARCHERS POST,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,A,26.0,PASSENGER,2017-06-25,23.0
3,1230,KCJ 590V SUBARU LEGACY &KCH 357S/ZE 2175 RENAULT TRAILER,SALAMA,MAKUENI,NAIROBI-MOMBASA,THE VEHICLE COLLIDED HEAD ON WITH THE TRAILER,M,4MTS,10.0,PASSENGER,2017-03-07,12.0
6,1830,KCA 083M TOYOTA PROBOX,KEROKA,KISII,KEROKA MASIMBA,THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES,F,28,29.0,PASSENGER,2017-06-18,18.0
11,1030,KBD 967Q MATATU & KAE 118Z T/COROLLA,KISII,KISII,KISII-MARANI,THE MATATU BRAKES FAILED AND RAMMED INTO THE COROLLA,M,60,78.0,PASSENGER,2017-11-05,10.0
3,0730,KCK 323A TOYOTA PROBOX,EMBU,EMBU,EMBU-KIRITIRI,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,25,7.0,PASSENGER,2017-03-07,7.0
6,1600,KBL 244V TOYOTA PREMIO & KCD 735R TOYOTA SALOON,MERU,MERU,MERU NANYUKI,HEAD ON COLLISSION,M,A,8.0,PASSENGER,2017-06-18,16.0
11,0745,KCA 824S X-TRAIL,MARIAKANI,KILIFI,MOMBASA-KILIFI,THE VEHICLE LOST CONTROL AND LANDED INTO A DITCH,M,A,26.0,PASSENGER,2017-11-05,7.0
10,0700,KCE 527P TOYOTA VAN,MAKUYU,MURANGA,NANYUKI NAIROBI,THE VEHICLE GOT A TYRE BURST AND ROLLED SEVERAL TIMES,M,A,79.0,PASSENGER,2017-10-10,7.0
6,2330,"KAL 888L TOYOTA PRADO,KAM 940U TOYOTA STARLET & KBX 695N MITSUBISHI COLT",ELDORET,UASIN GISHU,ELDORET NAKURU,THE PRADO RAMMED INTO THE STARLET WHICH IN TURN HIT THE COLT,M,19,98.0,PASSENGER,2017-06-30,23.0
6,1900,KBR 699P M/BENZ TRAILER & KBY 118H ISUZU P/UP,MERU,MERU,MERU NANYUKI,HEAD ON COLLISSION,M,A,8.0,PASSENGER,2017-06-18,19.0
10,1630,KBW 907U TOYOTA MATATU,NYERI,NYERI,NYERI-KAMAKWA,THE BABAY FALL DOWN THE MOTHER JAMPED OUT OF THE VEHICLE,F,5 MONTHS,70.0,PASSENGER,2017-10-29,16.0
7,1100,KAX 113V/ZC 5317 M/BENZ AND KMDZ 746Q TVS,MALABA,BUNGOMA,BUNGOMA-MALABA,THE VEHICLE HIT THE M/CYCLE,M,A,10.0,PASSENGER,2017-07-03,11.0
3,2100,KAU 412J ISUZU LORRY,NAMANGA,KAJIADO,METO-MAILI TISA MURRAM ROAD,"THE VEHICLE LOST CONTROL , VEERED OFF THE ROAD AND HIT A POLE",M,19,80.0,PASSENGER,2017-03-31,21.0
7,2330,KBU 644L TOYOTA HILUX P/UP,OTHAYA,NYERI,OTHAYA NYERI,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO THE RIVER,M,A,26.0,PASSENGER,2017-07-08,23.0
2,1850,KCF 718Z ISUZU MINI BUS,ATHI RIVER,MACHAKOS,DEVKI MAKADARA,THE VICTIM WAS TRYING TO BOARD THE VEHICLE WHEN HE WAS RAN OVER BY THE VICTIM,M,A,72.0,PASSENGER,2017-02-28,18.0
9,0100,KBX 058J ISUZU LORRY,DAGORETI,NAIROBI,WAIYAKI,THE VEHICLE LOST CONTROL AND ROLLED,M,A,26.0,PASSENGER,2017-09-03,1.0
8,1440,KCF 803S TOYOTA PROBOX,MWINGI,KITUI,MWINGI GARISSA,THE VEHICLE RAMMED INTO A HERD OF CATTLE,M,A,29.0,PASSENGER,2017-08-31,14.0
3,2000,KCG 830U MATATU C\O KITOMA SACCO,LUANDA,SIAYA,SIAYA LUANDA,THE VEHICLE LOST CONTROL AND ROLLED,M,38,61.0,PASSENGER,2017-03-14,20.0
7,1740,KCD 104Q NISSAN MATATU,DIANI,KWALE,KOMBANI- KWALE,THE VICTIM SLIPPED AND FELL OFF A MOVING VEHICLE,F,33,72.0,PASSENGER,2017-07-06,17.0
3,0630,KCH 961L PROBOX,HOMA BAY,HOMA BAY,RODI NDHIWA,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,A,,PASSENGER,2017-03-26,6.0
