FID,DHSID,DHSCLUST,LAT,LONG,ITN_Covera
0,KE201400000068,68,-0.275692,36.286752,0.401155415
1,KE201400000069,69,-0.183179,36.257175,0.402133667
2,KE201400000080,80,-0.61271,36.465081,0.360235656
3,KE201400000086,86,-0.881419,36.569475,0.367948561
4,KE201400000093,93,-0.269884,37.013468,0.426923697
5,KE201400000094,94,-0.023726,37.049605,0.421799187
6,KE201400000099,99,-0.495424,37.12839,0.467674551
7,KE201400000100,100,-0.430589,37.14386,0.467667607
8,KE201400000101,101,-0.44007,37.092669,0.442312283
9,KE201400000102,102,-0.387542,37.124075,0.461818346
10,KE201400000103,103,-0.501534,37.105293,0.451309667
11,KE201400000104,104,-0.485296,37.130549,0.467674551
12,KE201400000105,105,-0.523832,37.128182,0.463728574
13,KE201400000106,106,-0.394043,37.089916,0.443143155
14,KE201400000107,107,-0.488713,37.006113,0.406707889
15,KE201400000108,108,-0.587964,36.937258,0.405712285
16,KE201400000109,109,-0.5292,36.946806,0.403413103
17,KE201400000110,110,-0.565426,36.886207,0.391143973
18,KE201400000111,111,-0.518254,36.913221,0.39239081
19,KE201400000112,112,-0.562322,36.982532,0.412078211
20,KE201400000113,113,-0.636014,37.123259,0.486161293
21,KE201400000114,114,-0.52712,37.007515,0.413123599
22,KE201400000115,115,-0.474489,36.832314,0.382219564
23,KE201400000116,116,-0.469786,37.054376,0.424502665
24,KE201400000117,117,-0.44266,36.925861,0.367795944
25,KE201400000118,118,-0.43618,36.954202,0.367795944
26,KE201400000119,119,-0.466341,36.95966,0.397386774
27,KE201400000120,120,-0.42296,36.977647,0.392225463
28,KE201400000121,121,-0.427778,36.953439,0.367795944
29,KE201400000122,122,-0.426272,36.970946,0.392225463
30,KE201400000123,123,-0.434915,36.964839,0.392225463
31,KE201400000124,124,-0.437902,36.959497,0.392225463
32,KE201400000125,125,-0.684701,37.286839,0.565406521
33,KE201400000126,126,-0.674971,37.307785,0.565443367
34,KE201400000127,127,-0.728845,37.355214,0.576542317
35,KE201400000128,128,-0.5874,37.355233,0.567627533
36,KE201400000129,129,-0.668495,37.339581,0.576372155
37,KE201400000130,130,-0.68368,37.342893,0.576372155
38,KE201400000131,131,-0.679813,37.354889,0.576372155
39,KE201400000132,132,-0.684659,37.368223,0.576372155
40,KE201400000133,133,-0.628707,37.419753,0.584771316
41,KE201400000134,134,-0.670534,37.420061,0.585904695
42,KE201400000135,135,-0.604137,37.377369,0.575297965
43,KE201400000136,136,-0.47321,37.222938,0.498356742
44,KE201400000137,137,-0.437039,37.218181,0.500810969
45,KE201400000138,138,-0.521256,37.273601,0.530312025
46,KE201400000139,139,-0.483921,37.286375,0.536612585
47,KE201400000140,140,-0.487278,37.270725,0.536612585
48,KE201400000141,141,-0.50983,37.31729,0.546298644
49,KE201400000142,142,-0.467017,37.249558,0.498356742
50,KE201400000143,143,-0.524228,37.261115,0.537759057
51,KE201400000144,144,-0.448302,37.314849,0.544757551
52,KE201400000145,145,-0.513463,37.239898,0.518475015
53,KE201400000146,146,-0.454555,37.177579,0.482856233
54,KE201400000147,147,-0.59862,37.262377,0.535980352
55,KE201400000148,148,-0.574861,37.266165,0.537606343
56,KE201400000149,149,-0.641981,37.21268,0.530091345
57,KE201400000150,150,-0.681942,37.213589,0.552587998
58,KE201400000151,151,-0.515017,37.365542,0.562837527
59,KE201400000152,152,-0.50074,37.3792,0.56290461
60,KE201400000153,153,-0.516444,37.356927,0.559605638
61,KE201400000154,154,-0.411252,37.371355,0.555169475
62,KE201400000155,155,-0.436144,37.341643,0.550600677
63,KE201400000156,156,-0.44383,37.329179,0.550600677
64,KE201400000157,157,-0.471742,37.390082,0.559606971
65,KE201400000158,158,-0.733715,37.143516,0.504986821
66,KE201400000159,159,-0.730281,37.164135,0.504986821
67,KE201400000160,160,-0.710653,37.17209,0.538389591
68,KE201400000161,161,-0.648903,37.08002,0.466840237
69,KE201400000162,162,-0.680842,37.169294,0.515790905
70,KE201400000163,163,-0.794721,37.105286,0.49435281
71,KE201400000164,164,-0.746186,36.939081,0.427438296
72,KE201400000165,165,-0.733436,37.043008,0.456606481
73,KE201400000166,166,-0.68359,36.990416,0.434227437
74,KE201400000167,167,-0.668986,36.856277,0.404290313
75,KE201400000168,168,-0.68027,36.955927,0.419064702
76,KE201400000169,169,-0.65804,37.012108,0.435836954
77,KE201400000170,170,-0.589473,36.99055,0.416884072
78,KE201400000171,171,-0.624405,36.97886,0.420601962
79,KE201400000172,172,-0.895614,37.0078,0.470706465
80,KE201400000173,173,-0.905528,37.068519,0.495726692
81,KE201400000174,174,-0.944098,37.036829,0.485298657
82,KE201400000175,175,-0.859981,37.076587,0.488578413
83,KE201400000176,176,-0.826304,36.882033,0.428567957
84,KE201400000177,177,-0.838574,36.908361,0.425900773
85,KE201400000178,178,-0.82598,37.202827,0.553177676
86,KE201400000179,179,-0.842579,37.217941,0.569468877
87,KE201400000180,180,-0.892736,37.225612,0.566400938
88,KE201400000181,181,-0.921137,37.114661,0.493495455
89,KE201400000182,182,-0.961509,37.322731,0.569909808
90,KE201400000183,183,-0.794966,36.906636,0.426778373
91,KE201400000184,184,-0.761084,36.933367,0.425670285
92,KE201400000185,185,-0.800689,37.018838,0.454457516
93,KE201400000186,186,-0.837748,37.099044,0.491395845
94,KE201400000187,187,-0.801401,37.108933,0.491272998
95,KE201400000188,188,-0.796291,37.099225,0.49057987
96,KE201400000189,189,-0.798871,37.138091,0.520862175
97,KE201400000190,190,-1.034393,37.361741,0.557727096
98,KE201400000191,191,-0.932883,36.955664,0.455123693
99,KE201400000192,192,-0.963131,37.034262,0.485282694
100,KE201400000193,193,-0.875451,36.88438,0.432295397
101,KE201400000197,197,-1.138966,36.753466,0.419238178
102,KE201400000199,199,-1.266976,36.600454,0.4283877
103,KE201400000205,205,-1.150334,36.597213,0.398943929
104,KE201400000208,208,-0.876381,36.623502,0.366610301
105,KE201400000209,209,-0.933773,36.596336,0.367416734
106,KE201400000210,210,-1.006705,36.739989,0.41419451
107,KE201400000211,211,-1.016861,36.726304,0.413689566
108,KE201400000212,212,-1.136899,36.76864,0.42579509
109,KE201400000213,213,-1.092889,36.790353,0.427805853
110,KE201400000214,214,-1.031255,36.847814,0.433880456
111,KE201400000215,215,-1.03903,37.261507,0.554892646
112,KE201400000216,216,-1.071156,37.012823,0.506500661
113,KE201400000217,217,-1.039943,37.086751,0.513891145
114,KE201400000218,218,-1.040039,37.07392,0.468703156
115,KE201400000219,219,-1.053128,37.086969,0.464424447
116,KE201400000220,220,-1.075166,37.093542,0.464424447
117,KE201400000224,224,-1.150228,37.017182,0.536161364
118,KE201400000227,227,-0.95413,36.82788,0.424510827
119,KE201400000228,228,-0.988024,36.888131,0.442004073
120,KE201400000229,229,-1.017294,36.823876,0.427209734
121,KE201400000230,230,-0.964736,36.927786,0.449701856
122,KE201400000232,232,-0.922415,36.830119,0.42460503
123,KE201400000234,234,-3.97157,39.717502,0.462589336
124,KE201400000269,269,-4.246816,39.486476,0.519349429
125,KE201400000270,270,-4.167861,39.316179,0.522663545
126,KE201400000271,271,-4.22447,39.385369,0.5276649
127,KE201400000272,272,-4.150887,39.471838,0.515910043
128,KE201400000276,276,-4.008023,39.456967,0.529323758
129,KE201400000277,277,-3.938002,39.473718,0.518825914
130,KE201400000278,278,-3.909192,39.45911,0.521457655
131,KE201400000279,279,-4.127634,39.298249,0.516513011
132,KE201400000280,280,-4.025246,39.160355,0.528334667
133,KE201400000281,281,-4.198204,39.226841,0.520314133
134,KE201400000282,282,-3.973083,39.243846,0.535341569
135,KE201400000283,283,-3.768159,39.172251,0.547656538
136,KE201400000293,293,-4.442186,39.201351,0.531706124
137,KE201400000294,294,-4.4284,39.314892,0.535090933
138,KE201400000296,296,-4.367214,39.036752,0.520868245
139,KE201400000299,299,-4.469491,39.489473,0.500282768
140,KE201400000301,301,-3.463826,39.936023,0.50804603
141,KE201400000302,302,-3.443292,39.950692,0.508418624
142,KE201400000305,305,-3.940409,39.736717,0.485745678
143,KE201400000306,306,-3.952572,39.742745,0.485745678
144,KE201400000307,307,-3.93914,39.732601,0.485745678
145,KE201400000308,308,-3.853612,39.745835,0.50590028
146,KE201400000309,309,-3.850899,39.806964,0.507506648
147,KE201400000310,310,-3.490048,39.737486,0.502556063
148,KE201400000311,311,-3.652673,39.757497,0.507144123
149,KE201400000312,312,-3.590507,39.527396,0.51974271
150,KE201400000313,313,-3.729556,39.690748,0.506431483
151,KE201400000314,314,-3.804927,39.76651,0.504534864
152,KE201400000315,315,-3.83061,39.633115,0.493644245
153,KE201400000316,316,-3.842308,39.634,0.501268449
154,KE201400000317,317,-3.884601,39.524861,0.505979098
155,KE201400000318,318,-3.951288,39.611538,0.465150384
156,KE201400000319,319,-3.868253,39.485738,0.522740453
157,KE201400000320,320,-3.850751,39.457943,0.522613589
158,KE201400000321,321,-3.880782,39.542766,0.50401994
159,KE201400000322,322,-3.715756,39.596646,0.513936776
160,KE201400000330,330,-3.381388,39.943968,0.511369175
161,KE201400000331,331,-3.105848,39.78555,0.519375531
162,KE201400000334,334,-3.290975,39.813767,0.50997556
163,KE201400000335,335,-0.701589,39.000257,0.559612655
164,KE201400000336,336,-0.231804,39.296965,0.576749438
165,KE201400000338,338,-1.177903,39.910248,0.584549568
166,KE201400000339,339,-1.051664,39.73302,0.577131061
167,KE201400000340,340,-0.694972,39.76162,0.575408531
168,KE201400000341,341,-1.42132,40.031235,0.58981473
169,KE201400000342,342,-1.492789,40.015477,0.591110909
170,KE201400000343,343,-1.234241,39.923949,0.586194347
171,KE201400000344,344,-1.546487,40.057665,0.58541539
172,KE201400000345,345,-1.51826,40.068543,0.582203439
173,KE201400000346,346,-1.546127,39.216323,0.554318168
174,KE201400000347,347,-1.501885,40.010772,0.586602176
175,KE201400000348,348,-1.485353,40.027555,0.591110909
176,KE201400000349,349,-0.463706,39.603718,0.544245722
177,KE201400000350,350,-0.477675,39.611709,0.544245722
178,KE201400000351,351,-0.474145,39.628639,0.47130984
179,KE201400000352,352,-0.425303,39.608482,0.542519472
180,KE201400000353,353,-0.426962,39.400216,0.57289683
181,KE201400000354,354,-0.602493,39.776863,0.566374007
182,KE201400000355,355,-1.68287,40.101387,0.583416907
183,KE201400000356,356,-1.601712,39.98244,0.582996862
184,KE201400000357,357,-2.285589,40.10244,0.580026453
185,KE201400000358,358,-2.226168,39.994442,0.573233997
186,KE201400000359,359,-2.114905,40.155853,0.573548845
187,KE201400000360,360,-1.937471,39.962449,0.569552395
188,KE201400000361,361,-2.480266,40.549668,0.596594228
189,KE201400000363,363,-2.417757,40.213231,0.5830296
190,KE201400000364,364,-2.482511,40.240589,0.582008591
191,KE201400000366,366,-2.420697,40.191477,0.581920375
192,KE201400000379,379,-2.281916,40.881739,0.605590121
193,KE201400000380,380,-2.172063,40.814391,0.601275633
194,KE201400000381,381,-2.228304,40.855722,0.605007223
195,KE201400000382,382,-2.389919,40.761294,0.607033916
196,KE201400000383,383,-2.365013,40.722602,0.607046127
197,KE201400000384,384,-2.375449,40.691396,0.608016135
198,KE201400000385,385,-2.384338,40.699711,0.608016135
199,KE201400000386,386,-2.080532,40.486574,0.56912758
200,KE201400000387,387,-2.334056,40.549905,0.60030885
201,KE201400000388,388,-2.426329,40.725471,0.604801427
202,KE201400000389,389,-2.387769,40.570612,0.599748442
203,KE201400000390,390,-2.357282,40.663143,0.605832179
204,KE201400000391,391,-2.345333,40.696376,0.608111681
205,KE201400000392,392,-2.373058,40.461242,0.598634719
206,KE201400000393,393,-2.358999,40.361414,0.594181193
207,KE201400000394,394,-2.405671,40.371237,0.594700437
208,KE201400000398,398,-1.815831,40.796138,0.569733344
209,KE201400000399,399,-3.775851,38.64294,0.549273902
210,KE201400000400,400,-3.566665,38.734511,0.56021632
211,KE201400000401,401,-3.526174,38.619472,0.561707177
212,KE201400000402,402,-3.400005,38.566416,0.558973935
213,KE201400000403,403,-3.384242,38.54889,0.557559304
214,KE201400000404,404,-3.397599,38.5702,0.516100405
215,KE201400000405,405,-3.370572,38.560319,0.551241896
216,KE201400000406,406,-3.380176,38.573271,0.516100405
217,KE201400000407,407,-3.399587,38.558575,0.516100405
218,KE201400000408,408,-3.505407,38.379688,0.565937286
219,KE201400000409,409,-3.479944,38.415518,0.5589676
220,KE201400000410,410,-3.586587,38.467748,0.565455569
221,KE201400000411,411,-3.636601,38.381954,0.563460464
222,KE201400000412,412,-3.449785,38.326564,0.539411085
223,KE201400000413,413,-3.442766,38.304426,0.535686662
224,KE201400000414,414,-3.385227,38.34636,0.533870377
225,KE201400000415,415,-3.396853,38.379129,0.549571004
226,KE201400000416,416,-3.280824,38.266454,0.536189624
227,KE201400000417,417,-3.398612,38.310817,0.532785972
228,KE201400000418,418,-3.397673,38.359547,0.538395149
229,KE201400000419,419,-3.377656,38.345331,0.533870377
230,KE201400000420,420,-3.385064,38.454961,0.554703769
231,KE201400000421,421,-3.354748,38.500362,0.554738973
232,KE201400000422,422,-3.339615,38.431238,0.547102246
233,KE201400000423,423,-3.029866,38.640847,0.556011486
234,KE201400000425,425,-3.363061,37.687176,0.479110746
235,KE201400000426,426,-3.398621,37.676841,0.478855019
236,KE201400000427,427,-3.396215,37.680804,0.478855019
237,KE201400000428,428,-3.424485,37.693477,0.484182484
238,KE201400000429,429,-3.375506,37.67549,0.478855019
239,KE201400000431,431,2.342909,37.998804,0.495948308
240,KE201400000432,432,2.329184,37.943391,0.498498174
241,KE201400000433,433,2.347209,37.978154,0.495948308
242,KE201400000434,434,2.341871,37.986691,0.495948308
243,KE201400000435,435,2.186941,37.988364,0.499590331
244,KE201400000436,436,2.498319,38.018753,0.494926552
245,KE201400000437,437,2.227143,38.028504,0.500401244
246,KE201400000438,438,3.776048,37.576506,0.439641991
247,KE201400000439,439,4.111863,37.285043,0.420651694
248,KE201400000440,440,3.045764,37.216211,0.442023398
249,KE201400000441,441,2.922901,37.681742,0.467800374
250,KE201400000442,442,4.38586,36.272932,0.425042566
251,KE201400000443,443,3.306204,36.995748,0.433205055
252,KE201400000444,444,2.775784,38.11799,0.483141406
253,KE201400000445,445,3.112698,38.418537,0.462919491
254,KE201400000446,446,1.592403,37.838373,0.520040993
255,KE201400000447,447,1.486343,37.727736,0.51723842
256,KE201400000448,448,1.978691,37.521167,0.499557376
257,KE201400000450,450,1.854861,37.454053,0.499454485
258,KE201400000451,451,2.244301,36.916336,0.46037942
259,KE201400000453,453,3.501083,39.040091,0.435001452
260,KE201400000454,454,3.516632,39.071901,0.476362766
261,KE201400000455,455,3.522562,39.051938,0.476362766
262,KE201400000456,456,3.514832,39.039967,0.343935588
263,KE201400000457,457,3.514961,39.073347,0.476362766
264,KE201400000458,458,3.528306,39.077476,0.476362766
265,KE201400000459,459,3.201147,39.201026,0.479100891
266,KE201400000460,460,3.45067,39.056259,0.470096393
267,KE201400000461,461,3.558458,38.643362,0.463431057
268,KE201400000462,462,2.740703,38.915554,0.48568185
269,KE201400000463,463,0.348003,37.573582,0.47641295
270,KE201400000464,464,0.336422,37.581132,0.47641295
271,KE201400000465,465,0.351077,37.569209,0.47641295
272,KE201400000466,466,0.330629,37.571966,0.498019831
273,KE201400000467,467,0.332453,37.584824,0.507059879
274,KE201400000468,468,0.336936,37.570374,0.47641295
275,KE201400000469,469,0.368044,37.596728,0.478718519
276,KE201400000470,470,0.398065,37.574888,0.500067935
277,KE201400000471,471,0.358663,37.554803,0.497865247
278,KE201400000472,472,0.509139,37.496904,0.492346062
279,KE201400000473,473,0.401648,37.57875,0.500067935
280,KE201400000474,474,0.356698,37.600857,0.478718519
281,KE201400000475,475,0.36916,37.595143,0.478718519
282,KE201400000476,476,0.364467,37.599764,0.478718519
283,KE201400000477,477,0.548846,37.721797,0.519966452
284,KE201400000478,478,0.635689,36.993589,0.435228486
285,KE201400000479,479,0.601502,36.977064,0.430809549
286,KE201400000480,480,0.612394,37.092353,0.444530355
287,KE201400000481,481,0.87393,38.497561,0.55904649
288,KE201400000482,482,1.00982,38.616363,0.555087343
289,KE201400000483,483,1.082906,38.671736,0.553927154
290,KE201400000484,484,1.958061,38.834792,0.498417837
291,KE201400000485,485,1.610971,38.945492,0.509293312
292,KE201400000486,486,0.615075,38.391979,0.570686997
293,KE201400000487,487,0.466938,38.673005,0.584028216
294,KE201400000489,489,0.424127,38.209923,0.569634934
295,KE201400000490,490,0.305212,38.228155,0.574375432
296,KE201400000491,491,0.515633,38.214759,0.567109281
297,KE201400000492,492,1.034683,39.259385,0.541812561
298,KE201400000493,493,1.071336,39.069807,0.543430796
299,KE201400000494,494,0.971676,38.945918,0.546376221
300,KE201400000495,495,0.067448,37.470007,0.507537564
301,KE201400000496,496,-0.001947,37.613637,0.498379477
302,KE201400000497,497,-0.006369,37.694616,0.514163686
303,KE201400000498,498,-0.00228,37.798454,0.541736294
304,KE201400000499,499,-0.060366,37.722692,0.532782464
305,KE201400000500,500,0.203712,37.368999,0.486843196
306,KE201400000501,501,0.088803,37.594487,0.496688774
307,KE201400000502,502,0.073251,37.6332,0.44732389
308,KE201400000503,503,0.094062,37.706403,0.50617639
309,KE201400000504,504,0.023903,37.776946,0.532865187
310,KE201400000505,505,0.062527,37.624742,0.487394659
311,KE201400000506,506,0.062009,37.633832,0.44732389
312,KE201400000507,507,0.051115,37.678145,0.48681593
313,KE201400000508,508,0.040978,37.63868,0.505487665
314,KE201400000509,509,-0.098188,37.600692,0.519751822
315,KE201400000510,510,-0.064991,37.667751,0.519020751
316,KE201400000511,511,-0.102102,37.791086,0.55412882
317,KE201400000512,512,-0.10055,37.574304,0.521859538
318,KE201400000513,513,-0.106738,37.726475,0.54200903
319,KE201400000514,514,0.304952,37.90595,0.52099423
320,KE201400000515,515,0.249788,37.880908,0.519284579
321,KE201400000516,516,0.380873,37.986308,0.542073905
322,KE201400000517,517,0.315799,38.007937,0.538065294
323,KE201400000518,518,0.328824,37.965919,0.530789557
324,KE201400000519,519,0.241269,37.936243,0.520983613
325,KE201400000520,520,0.246473,37.936669,0.528067182
326,KE201400000521,521,0.1704,37.914147,0.526312134
327,KE201400000522,522,0.189305,38.03899,0.559753073
328,KE201400000523,523,0.289382,37.885311,0.522373648
329,KE201400000524,524,0.194116,37.978863,0.537220909
330,KE201400000525,525,0.211879,38.052557,0.558323347
331,KE201400000526,526,0.154022,37.851466,0.520257393
332,KE201400000527,527,0.044966,37.875649,0.542730699
333,KE201400000528,528,0.149079,37.746012,0.513359742
334,KE201400000529,529,0.152777,37.81956,0.518134939
335,KE201400000530,530,0.222596,37.66839,0.519457614
336,KE201400000531,531,0.208009,37.795956,0.520018317
337,KE201400000532,532,-0.329215,37.630916,0.544225758
338,KE201400000533,533,-0.328819,37.659307,0.544225758
339,KE201400000534,534,-0.332799,37.636498,0.544225758
340,KE201400000535,535,-0.36206,37.756287,0.58710955
341,KE201400000536,536,-0.305443,37.677588,0.555486524
342,KE201400000537,537,-0.330977,37.676715,0.555486524
343,KE201400000538,538,-0.387891,37.686621,0.572173986
344,KE201400000539,539,-0.343334,37.699326,0.55174605
345,KE201400000540,540,-0.362544,37.683074,0.571899434
346,KE201400000541,541,-0.342744,37.662761,0.561032101
347,KE201400000542,542,-0.391583,37.644952,0.564718094
348,KE201400000543,543,-0.424525,37.814958,0.597880633
349,KE201400000544,544,-0.262807,37.850257,0.582661178
350,KE201400000545,545,-0.247145,37.598794,0.550851377
351,KE201400000546,546,-0.317768,37.718301,0.567423824
352,KE201400000547,547,-0.261945,37.634681,0.549151549
353,KE201400000548,548,-0.226208,37.666291,0.531823831
354,KE201400000549,549,-0.228338,37.749973,0.564857637
355,KE201400000550,550,-0.238827,37.620339,0.532512515
356,KE201400000551,551,-0.255498,37.664408,0.539142361
357,KE201400000552,552,-0.26312,37.726166,0.559313596
358,KE201400000553,553,-0.29045,37.722667,0.563614623
359,KE201400000554,554,-0.263505,37.652468,0.543210683
360,KE201400000555,555,-0.154915,37.981672,0.579400238
361,KE201400000556,556,-0.037748,38.002016,0.572119104
362,KE201400000557,557,-0.040081,37.920698,0.563490738
363,KE201400000558,558,-0.13089,38.057286,0.580002867
364,KE201400000559,559,0.000568,37.992587,0.568380003
365,KE201400000560,560,0.021916,38.046437,0.576607581
366,KE201400000561,561,-0.14879,37.848499,0.571547518
367,KE201400000562,562,-0.326295,37.878701,0.591138556
368,KE201400000563,563,-0.186193,37.883266,0.579754588
369,KE201400000564,564,-0.549331,37.46028,0.577914118
370,KE201400000565,565,-0.543565,37.459641,0.577914118
371,KE201400000566,566,-0.545323,37.455645,0.586237384
372,KE201400000567,567,-0.544259,37.449074,0.586237384
373,KE201400000568,568,-0.527757,37.48083,0.571295686
374,KE201400000569,569,-0.516284,37.454801,0.576960875
375,KE201400000570,570,-0.581036,37.485643,0.577914118
376,KE201400000571,571,-0.421793,37.475604,0.559504142
377,KE201400000572,572,-0.423025,37.482503,0.558029412
378,KE201400000573,573,-0.441669,37.554673,0.568358335
379,KE201400000574,574,-0.477462,37.448565,0.566559396
380,KE201400000575,575,-0.476645,37.484757,0.568525295
381,KE201400000576,576,-0.444713,37.646818,0.581223598
382,KE201400000577,577,-0.37126,37.553789,0.572523461
383,KE201400000578,578,-0.412308,37.611773,0.56896816
384,KE201400000579,579,-0.484662,37.62388,0.586643764
385,KE201400000580,580,-0.462447,37.584034,0.583921578
386,KE201400000581,581,-0.432434,37.573393,0.558587738
387,KE201400000582,582,-0.435796,37.554369,0.566161517
388,KE201400000583,583,-0.41061,37.539932,0.560494066
389,KE201400000584,584,-0.543542,37.541197,0.590009323
390,KE201400000585,585,-0.475182,37.477677,0.566038185
391,KE201400000586,586,-0.482088,37.792884,0.598470213
392,KE201400000587,587,-0.449393,37.7822,0.598829349
393,KE201400000588,588,-0.591828,37.583731,0.594760696
394,KE201400000589,589,-0.733167,37.520082,0.589808067
395,KE201400000590,590,-0.79375,37.400948,0.589287776
396,KE201400000591,591,-0.817949,37.423044,0.591334331
397,KE201400000592,592,-0.684338,37.562383,0.590783836
398,KE201400000593,593,-0.641143,37.613961,0.59126726
399,KE201400000594,594,-0.760206,37.669662,0.588957489
400,KE201400000595,595,-0.707665,37.718841,0.590430241
401,KE201400000596,596,-1.42159,37.953235,0.53328774
402,KE201400000597,597,-1.295143,38.073275,0.536101361
403,KE201400000598,598,-1.307842,38.03986,0.522336561
404,KE201400000599,599,-1.355365,38.008072,0.527653779
405,KE201400000600,600,-1.397596,37.998989,0.529392485
406,KE201400000601,601,-1.232403,38.07795,0.542737423
407,KE201400000602,602,-1.32803,37.970683,0.535292073
408,KE201400000603,603,-1.273152,37.979913,0.537695528
409,KE201400000604,604,-1.184392,37.980094,0.540278842
410,KE201400000605,605,-1.233703,37.859444,0.555748144
411,KE201400000606,606,-1.471454,38.133033,0.52873149
412,KE201400000607,607,-1.512591,38.068221,0.530862333
413,KE201400000608,608,-1.412857,38.075154,0.524889557
414,KE201400000609,609,-1.534992,38.092479,0.528204543
415,KE201400000610,610,-1.789409,37.911209,0.504781967
416,KE201400000611,611,-1.849476,38.013075,0.505273984
417,KE201400000612,612,-1.478757,38.194676,0.528234026
418,KE201400000613,613,-1.713196,38.078261,0.519245795
419,KE201400000614,614,-1.74515,38.092682,0.515674844
420,KE201400000615,615,-1.581242,38.236764,0.522278123
421,KE201400000616,616,-2.006364,38.427631,0.510000476
422,KE201400000617,617,-2.155751,38.295147,0.497540487
423,KE201400000618,618,-0.936233,38.060164,0.517845496
424,KE201400000619,619,-0.929926,38.051219,0.517845496
425,KE201400000620,620,-0.876089,37.9551,0.560861176
426,KE201400000621,621,-0.797989,38.137333,0.552890816
427,KE201400000622,622,-0.786652,38.290314,0.549079659
428,KE201400000623,623,-1.092823,38.025978,0.548548099
429,KE201400000624,624,-1.024224,37.989082,0.552905305
430,KE201400000625,625,-0.905296,37.86863,0.565946627
431,KE201400000626,626,-0.626376,38.226788,0.554600832
432,KE201400000627,627,-0.6154,38.548466,0.559503506
433,KE201400000628,628,-0.531987,37.952934,0.581364122
434,KE201400000629,629,-0.704131,38.046482,0.562309022
435,KE201400000630,630,-1.454578,36.973029,0.47122505
436,KE201400000631,631,-1.469518,36.967351,0.492858773
437,KE201400000632,632,-1.291955,36.995966,0.50359657
